"PATNO","EVENT_ID","cjv","cnr","efc","fber","rpve_csf","rpve_gm","rpve_wm","fwhm_avg","fwhm_x","fwhm_y","fwhm_z","summary_bg_k","summary_bg_mad","summary_bg_mean","summary_bg_median","summary_bg_n","summary_bg_p05","summary_bg_p95","summary_bg_stdv","summary_csf_k","summary_csf_mad","summary_csf_mean","summary_csf_median","summary_csf_n","summary_csf_p05","summary_csf_p95","summary_csf_stdv","summary_gm_k","summary_gm_mad","summary_gm_mean","summary_gm_median","summary_gm_n","summary_gm_p05","summary_gm_p95","summary_gm_stdv","summary_wm_k","summary_wm_mad","summary_wm_mean","summary_wm_median","summary_wm_n","summary_wm_p05","summary_wm_p95","summary_wm_stdv","icvs_csf","icvs_gm","icvs_wm","inu_med","inu_range","snr_csf","snr_gm","snr_total","snr_wm","snrd_csf","snrd_gm","snrd_total","snrd_wm"
"147524","BL","0.767697","1.10876","0.549852","9173.12","7.10626","6.95826","7.0423","3.86057","3.83138","4.13997","3.61035","19.3967","0","5.28659","0","3710090","0","22.086","8.28333","-0.691452","162.992","377.332","339.311","458787","119.849","730.443","193.587","4.35534","83.5389","742.101","740.972","633734","442.914","1024.47","171.529","-0.563338","84.9414","942.174","960.434","655769","759.974","1076.7","98.4232","0.26242","0.362488","0.375092","0.586336","0.210651","1.75275","4.31981","5.27692","9.7582","26.8364","58.6042","53.8008","75.9617"
"148116","BL","0.93358","0.719158","0.627205","14517.7","6.17875","6.02864","6.13451","3.48676","3.41783","3.67885","3.36359","174.129","0","11.3181","0","3413570","0","20.8123","93.1623","0.139246","133.872","533.695","494.143","413990","302.016","860.023","182.801","5.54438","74.6282","783.894","806.476","593218","405.215","1067.05","191.389","-0.597691","78.5073","965.03","970.506","696313","824.344","1091.69","81.9439","0.24302","0.34823","0.408749","0.399786","0.0592161","2.70318","4.21381","6.25351","11.8435","3.47491","5.6713","5.32367","6.8248"
"148982","BL","0.78368","1.10196","0.475683","13200.5","7.58911","7.4455","7.54249","3.97826","3.96904","4.31899","3.64676","10.4706","0","3.4816","0","4428640","0","17.6412","6.6983","-0.64654","154.417","385.35","360.664","437581","115.415","724.85","190.366","1.04762","82.3066","708.871","714.12","591200","402.757","993.953","171.274","-0.665107","89.8427","917.408","933.787","606304","733.09","1060.5","101.774","0.26762","0.361571","0.370809","0.692133","0.329687","1.89458","4.16946","5.0797","9.17506","35.2753","69.8454","65.4837","91.3303"
"149006","BL","1.24939","0.761847","0.670405","467.425","10.2229","10.051","10.1124","3.93609","3.95138","4.12948","3.72742","220.683","0","12.1033","0","28477800","0","80.8686","51.7413","4.33981","189.11","444.126","439.675","2443090","0","909.262","280.422","1.92974","90.0639","783.734","781.422","3623360","557.758","1017.43","140.224","0.171558","86.4708","924.035","922.719","3689720","746.664","1106.49","109.807","0.250415","0.371392","0.378193","0.924666","0.221913","1.56791","5.57265","5.18121","8.40306","5.56707","9.89419","9.04817","11.6833"
"149116","BL","0.56682","1.67159","0.531239","11659.6","7.28287","7.18829","7.27879","4.13042","4.12337","4.42853","3.83936","8.34743","0","3.23416","0","3751390","0","12.5586","5.01279","-0.721821","156.175","365.59","338.386","469812","100.615","688.086","186.377","2.18184","89.9484","685.811","680.36","641676","456.942","948.74","139.76","0.258181","68.2349","936.057","959.432","593954","753.112","1047.42","91.1824","0.275478","0.376252","0.34827","0.574799","0.247022","1.8156","4.86805","5.73525","10.5221","44.2246","88.9182","86.1779","125.391"
"149120","BL","0.519944","1.95582","0.454664","-1","8.12742","8.05405","8.14013","4.17529","4.26107","4.22767","4.03712","12.5769","0","1.79064","0","4247870","0","8.15897","3.64343","-0.606542","170.05","369.449","353.193","412333","69.5507","701.889","201.3","-0.597303","89.3529","690.144","682.743","585895","493.527","920.876","122.835","0.0474297","59.4073","950.158","968.851","532700","791.203","1048.19","79.3575","0.269335","0.382706","0.347959","0.496545","0.185371","1.75456","5.5582","6.50714","12.2087","63.5086","122.766","120.162","174.212"
"149125","BL","0.613949","1.53431","0.515658","-1","8.35183","8.23945","8.3272","4.15503","4.23559","4.27466","3.95483","16.3923","0","2.35586","0","4648240","0","14.8277","5.83066","-0.358538","145.038","421.235","402.3","406239","150.483","721.818","179.951","-0.227321","74.2615","708.72","703.736","562130","509.819","935.807","120.44","-0.544579","69.3286","914.215","937.615","521178","730.534","1032.3","93.2522","0.272726","0.377383","0.34989","0.400132","0.0948967","2.2356","5.84303","6.04441","10.0546","45.2027","79.0722","76.5419","105.351"
"149389","BL","0.750506","1.17673","0.517231","-1","7.51712","7.37202","7.45697","4.25917","4.13719","4.34613","4.29418","2593.22","0","3.06624","0","4611130","0","15.5757","12.8856","1.62666","130.996","328.979","298.767","451193","123.401","621.176","153.905","3.85276","82.8861","669.661","675.32","605901","364.268","962.405","169.071","-0.515954","96.4255","888.453","914.241","597460","685.426","1035","111.684","0.272698","0.366202","0.3611","0.599201","0.218884","1.94124","3.99429","4.70715","8.18592","15.19","34.3349","32.0024","46.4822"
"149716","BL","0.843984","1.05347","0.477303","-1","8.4453","8.28434","8.36839","4.38703","4.38026","4.49662","4.28422","21.8647","0","0.748806","0","4177580","0","7.2693","2.4529","-0.327874","129.441","355.269","325.8","396179","114.313","665.725","163.909","1.04213","74.6048","696.126","707.269","539168","396.158","977.288","164.591","-0.895745","101.186","890.951","915.556","539083","701.996","1035.29","109.522","0.2687","0.365679","0.365621","0.538617","0.195431","1.98768","4.29714","4.88145","8.35952","87.0167","188.902","173.483","244.532"
"149857","BL","0.932816","0.924451","0.591305","16115.5","7.61783","7.45296","7.51834","3.58344","3.34058","3.8382","3.57154","4217.95","0","2.95188","0","3320640","0","15.4953","10.1834","0.236961","133.635","486.899","457.06","423964","269.96","793.676","165.482","5.22158","62.8069","824.256","824.877","580282","601.823","1031.02","128.856","-0.415845","64.8317","954.442","961.708","631874","827.66","1062.56","72.1146","0.259128","0.35467","0.386203","0.281217","0.024968","2.76199","6.40153","7.49978","13.3358","29.4044","53.0674","48.114","61.8703"
"149930","BL","0.900414","0.880597","0.541846","5405.57","7.96057","7.79627","7.90065","3.462","3.47921","3.61607","3.29072","8.38142","0","10.8072","0","4364490","0","44.7278","16.914","-0.462732","142.221","339.372","298.344","408669","97.8778","682.861","183.594","8.89365","85.2905","673.706","686.953","555758","255.52","1019.03","217.631","-0.540755","113.721","897.187","907.975","593900","685.668","1084.03","123.884","0.262249","0.356638","0.381114","0.848333","0.411025","1.62502","3.1565","4.03691","7.3292","11.5558","26.6079","24.4442","35.1688"
"149937","BL","0.588039","1.57773","0.45642","18235.7","9.23485","9.12842","9.20876","4.19528","4.20944","4.46191","3.91449","16.937","0","1.73201","0","4206050","0","7.71524","3.67686","-0.868095","160.694","362.717","339.471","372971","104.883","686.694","181.51","-0.171045","85.3201","701.915","697.54","504567","477.115","958.293","135.619","-0.374186","66.6978","931.107","956.057","472654","746.366","1043.5","91.8801","0.276236","0.3737","0.350064","0.516848","0.198327","1.87025","5.14338","5.80637","10.4055","60.4863","124.286","118.374","170.348"
"149945","BL","0.827245","1.11771","0.4584","10029.6","9.06088","8.90815","8.97496","4.02786","4.12067","4.23389","3.72901","7.99227","0","4.19621","0","5215260","0","18.665","7.27856","-0.781813","144.279","333.101","299.854","369630","122.849","650.5","163.604","0.346223","78.5434","713.867","713.433","499329","454.933","972.627","150.555","-0.702394","89.2936","900.58","916.32","509084","719.088","1043.4","101.142","0.268228","0.362346","0.369425","0.691461","0.297666","1.8328","4.7387","5.2104","9.05971","26.9896","64.2155","57.894","82.4771"
"150110","BL","0.514376","2.09104","0.515759","-1","8.25126","8.19243","8.28379","4.00436","3.9073","4.21777","3.88802","238.88","0","2.56506","0","4921200","0","13.8011","8.92992","-0.677617","163.599","402.888","389.654","398485","86.6558","734.118","204.876","-0.652611","88.1562","697.006","691.494","583698","512.831","899.825","113.783","-0.198915","55.7704","957.461","971.302","524759","818.145","1048.76","69.854","0.264433","0.387339","0.348228","0.367313","0.0704409","1.9019","6.07731","7.29465","13.9047","28.5866","50.7309","50.1921","71.2588"
"150208","BL","0.630804","1.5987","0.482592","8502.11","9.01998","8.91706","9.00085","4.07622","4.15586","4.29752","3.77528","11.2572","0","4.08351","0","4050400","0","18.1843","7.12108","-0.784056","166.497","361.471","339.214","381466","89.256","691.717","190.765","-0.288879","90.9587","691.716","686.109","518091","475.681","939.533","133.13","-0.4434","74.0268","926.524","947.656","481725","741.477","1049.45","94.8188","0.276168","0.37508","0.348752","0.591331","0.190083","1.77817","5.15367","5.64208","9.99438","31.2075","63.1217","60.5044","87.1841"
"150248","BL","0.754306","1.24386","0.525264","5127.9","8.25285","8.11651","8.20645","3.7336","3.81501","3.91568","3.47011","30.4924","0","6.3561","0","3612790","0","27.3766","13.2525","-0.737505","148.965","384.53","367.703","406874","118.538","699.939","180.304","0.785244","86.1986","702.956","700.974","555107","452.938","964.627","149.122","-0.378326","83.688","908.157","926.196","545036","720.73","1048.97","101.845","0.269986","0.368348","0.361665","0.643276","0.276141","2.03934","4.70066","5.27807","9.0942","18.1774","34.6527","32.8722","45.7866"
"150414","BL","0.826051","1.05634","0.571124","6843.98","7.00722","6.85234","6.92745","3.86055","3.88783","4.10153","3.5923","4846.57","0","4.78191","0","3485180","0","21.2359","12.8772","0.478437","154.441","352.968","325.012","483671","108.337","685.581","176.926","5.09473","79.1836","732.003","733.104","636592","444.335","1008.44","165.041","-0.544515","91.6174","923.652","939.872","655318","737.666","1071.55","104.448","0.272401","0.358526","0.369073","0.722889","0.371767","1.83699","4.44194","5.09247","8.99849","16.5352","37.2971","33.8829","47.8165"
"150534","BL","0.676289","1.44561","0.476193","9491.04","9.72529","9.60035","9.66867","3.97329","4.05911","4.13606","3.7247","7.24029","0","4.116","0","4269400","0","15.9965","6.68994","-1.02843","167.347","340.468","318.667","346476","92.454","665.735","179.094","-0.377557","82.638","700.709","695.534","482893","490.838","941.601","128.627","-0.482951","77.9045","908.982","932.921","454902","713.359","1040.84","101.862","0.269784","0.376005","0.354211","0.635588","0.25009","1.77932","5.40734","5.44845","9.15867","31.2066","68.1126","63.5597","91.3597"
"150587","BL","0.711736","1.2567","0.510306","3435.6","7.72692","7.59667","7.71536","4.58577","4.40268","4.79815","4.55649","3.28888","0","5.83494","0","3397900","0","24.3104","8.35461","-0.718578","155.737","348.728","327.814","437856","74.693","672.388","190.118","4.93027","92.6067","631.561","636.904","590244","296.306","951.379","183.895","-0.524575","103.203","884.427","912.019","573628","665.996","1037.04","118.485","0.273365","0.368505","0.358131","0.695513","0.272517","1.72426","3.4634","4.295","7.69734","25.7059","49.9435","49.0555","71.517"
"150818","BL","1.01577","0.77995","0.538456","1755.49","8.38536","8.21916","8.32959","3.4306","3.54774","3.48315","3.26092","51.9021","11.624","18.2184","7.84027","3713280","0","74.8965","30.9388","-0.503074","161.292","422.589","396.348","384670","139.274","775.359","202.298","6.79044","89.8153","710.917","725.98","524207","295.739","1051.42","218.437","-0.398366","108.443","914.478","921.159","568149","716.143","1097.01","118.114","0.260435","0.354907","0.384657","0.830666","0.385727","1.95922","3.32352","4.36055","7.79892","22.3384","40.9167","38.3907","51.9171"
"151028","BL","0.673889","1.43099","0.489791","7001.32","8.34966","8.23677","8.32633","3.85415","3.84922","4.0758","3.63743","10.5915","0","6.64176","0","4427670","0","28.6091","10.9232","-0.920462","168.916","350.636","325.026","405792","89.1658","677.342","189.33","0.169861","92.7741","684.246","676.527","550044","442.801","952.215","149.294","-0.422553","78.0983","915.94","930.088","534191","735.142","1049.07","94.8105","0.272339","0.36915","0.358511","0.701103","0.304923","1.71672","4.53149","5.35272","9.80996","19.494","40.5759","38.6178","55.7836"
"151050","BL","0.723017","1.18432","0.659147","-1","8.26116","8.12092","8.23279","3.65573","3.5627","3.82212","3.58236","312.458","0","0.444267","0","4431370","0","0","2.90885","-0.0174602","132.867","312.042","272.684","393631","81.6335","629.995","172.316","5.10104","90.9056","613.768","625.284","546236","232.406","948.864","195.889","-0.615411","109.193","872.362","902.04","530537","640.853","1039.4","127.385","0.267703","0.371487","0.36081","0.60777","0.134586","1.58246","3.19204","3.95191","7.08123","61.4142","140.828","135.134","203.159"
"151354","BL","0.765937","1.17122","0.50158","7100.28","8.08157","7.94103","8.03942","3.43315","3.47995","3.59312","3.22637","224.402","0","8.12026","0","4733160","0","34.6464","14.011","-0.726653","157.349","392.955","374.052","415966","116.07","717.23","191.202","4.04291","87.7568","707.302","701.002","563104","434.176","988.965","163.754","-0.281879","88.9597","918.075","931.721","557479","720.11","1075.82","108.597","0.270714","0.366473","0.362813","0.744453","0.335025","1.95632","4.28081","4.93891","8.57959","17.4901","32.7778","31.278","43.5659"
"151669","BL","0.650603","1.34378","0.542007","-1","6.11409","6.00032","6.09431","4.07714","4.07503","4.35936","3.79703","2907.07","0","2.76886","0","3363970","0","9.98043","7.17138","-0.568345","161.432","384.512","350.998","544444","120.626","727.71","192.892","0.168056","93.6564","718.455","718.982","738046","430.841","1001.14","164.789","-0.481153","68.4724","949.695","968.18","742317","782.896","1060.2","84.7545","0.268887","0.364502","0.366611","0.527873","0.212111","1.81966","4.36305","5.86868","11.4233","32.0652","65.6822","62.0649","88.4474"
"151873","BL","0.609319","1.69838","0.526719","-1","8.9197","8.83857","8.91982","4.50951","4.38044","4.70332","4.44477","1495.66","0","1.08938","0","4025050","0","6.9005","18.177","-0.464687","155.952","406.649","397.333","376855","88.4193","735.993","193.847","-0.102333","93.5605","732.387","731.81","526333","528.013","958.347","123.781","0.656326","53.2738","958.974","972.791","494001","826.88","1045.91","66.9347","0.269724","0.376708","0.353568","0.405656","0.0978668","2.04972","5.91212","7.49842","14.5334","14.3207","26.3759","25.2526","35.0614"
"152015","BL","0.808182","0.940157","0.506222","7807.69","7.44311","7.29297","7.41573","3.77665","3.83291","4.04569","3.45135","4773.33","0","4.73225","0","3764070","0","18.4676","9.36227","-0.240705","135.746","345.063","298.094","428388","111.447","688.25","181.448","2.78564","90.3611","630.823","666.254","593997","195.903","1008.11","243.063","-0.8451","115.295","899.811","920.722","638287","691.458","1063.1","118.711","0.257961","0.357685","0.384354","0.702568","0.316267","1.64286","2.74107","4.04663","7.75597","20.8595","46.6219","43.97","64.4286"
"152031","BL","0.755306","1.08516","0.526587","-1","7.52132","7.3798","7.48637","4.3625","4.3207","4.50097","4.26582","660.368","0","2.94786","0","3948670","0","8.1804","34.9274","-0.00232161","107.186","349.598","314.71","431578","164.25","626.164","144.501","2.93877","97.2167","658.987","684.198","596413","259.203","999.336","210.122","-0.895487","97.9787","915.15","942.63","621046","721.203","1049.06","106.512","0.261715","0.361674","0.376611","0.523346","0.156802","2.1779","3.25619","4.76135","8.84997","5.90303","12.8336","12.1392","17.681"
"152384","BL","0.685239","1.36019","0.532797","4161.46","7.66533","7.54546","7.64337","4.03802","3.91908","4.1726","4.02237","2733.81","0","6.24645","0","3772150","0","25.4093","14.9105","-0.787407","156.643","397.706","379.231","431978","126.745","714.774","187.311","2.57714","90.6059","707.535","703.626","599597","453.199","977.503","153.114","-0.459559","76.8327","930.677","947.976","587797","753.942","1055.94","92.7673","0.266757","0.370265","0.362978","0.62225","0.232329","2.02461","4.59544","5.61297","10.2189","16.6626","30.9158","29.7435","41.6521"
"152582","BL","0.733064","1.17891","0.545456","5561.01","7.66299","7.52908","7.60232","3.96241","4.06527","4.07859","3.74337","587.442","0","7.50857","0","3425650","0","23.5905","39.3382","-0.635602","135.183","327.801","294.601","428236","105.923","645.978","163.991","0.509878","90.2837","715.404","716.843","588017","410.634","1003.67","171.447","-0.543093","82.6502","936.022","952.749","609855","756.348","1067.28","95.394","0.26335","0.36161","0.375039","0.59943","0.233378","1.79644","4.18112","5.32169","9.98751","4.90627","11.9383","10.9039","15.867"
"152600","BL","0.646605","1.30863","0.5281","11683.4","7.44785","7.33184","7.42082","4.01866","4.15792","4.16952","3.72855","1968.36","0","4.13331","0","4673080","0","16.6192","18.2288","-0.559282","151.045","341.316","302.647","457120","106.857","682.313","180.647","2.87061","90.9731","696.811","700.924","605886","391.134","988.703","170.853","-0.451859","73.9697","935.723","956.014","605686","754.936","1055.32","92.0578","0.273939","0.36309","0.36297","0.580997","0.217818","1.67535","4.10249","5.38759","10.3849","10.877","25.1909","23.4755","34.3587"
"152616","BL","0.844494","0.957815","0.548975","4575.8","7.40442","7.25323","7.35488","4.01195","4.03048","4.33327","3.6721","2689.95","0","6.63426","0","3463140","0","27.2109","15.9269","-0.558743","151.36","367.368","335.934","440680","116.947","704.932","184.87","5.11377","84.023","690.948","702.831","595259","322.379","997.249","194.351","-0.567369","94.4054","902.601","914.116","638269","721.589","1055.52","103.121","0.263217","0.355547","0.381236","0.791003","0.456477","1.81714","3.61629","4.76598","8.8645","13.8183","28.9102","26.7765","37.6011"
"152647","BL","0.791324","1.00908","0.519676","7910.73","7.37257","7.21487","7.31542","3.85689","3.99163","3.98579","3.59324","1578.15","0","5.25286","0","4170000","0","19.3269","21.6526","-0.327336","125.712","331.076","287.23","444496","121.06","656.702","166.981","3.61651","79.6826","657.598","674.589","610896","257.294","983.778","200.432","-0.799601","106.934","885.539","910.418","627045","676.686","1045.21","118.224","0.264198","0.363102","0.3727","0.65026","0.275963","1.72014","3.36568","4.2622","7.70078","8.69064","20.4109","18.8826","27.5463"
"153027","BL","0.620102","1.59068","0.532328","10524.4","7.6133","7.50962","7.59134","3.86869","3.88427","4.11483","3.60696","3083.74","0","3.95919","0","4259610","0","17.4625","9.50832","-0.760135","178.881","374.233","352.534","438341","93.185","708.623","199.349","-0.33629","86.2045","708.295","698.192","616115","506.181","950.819","129.005","-0.195773","68.6772","931.955","947.96","579387","756.722","1051.89","89.0084","0.268288","0.377096","0.354616","0.616521","0.26316","1.76842","5.41211","5.94359","10.6502","24.2901","48.1064","45.9041","65.3157"
"153191","BL","0.681904","1.348","0.484214","7081.45","7.57573","7.45405","7.55646","3.80653","3.8063","4.06034","3.55296","8.6131","0","6.66893","0","4556460","0","28.8082","10.9014","-0.807763","170.331","400.211","386.931","438943","102.04","732.36","205.974","1.69204","88.4446","696.492","688.206","606728","447.316","967.672","152.345","-0.375508","79.1497","917.312","933.979","590528","727.168","1055.25","99.5723","0.26827","0.370815","0.360914","0.699023","0.321865","1.87854","4.51741","5.25862","9.37991","23.2533","41.3589","40.2471","56.1292"
"153194","BL","0.774773","1.11481","0.493995","-1","7.96574","7.82585","7.9074","4.29564","4.2478","4.32256","4.31656","14812.7","0","1.19561","0","3971630","0","9.10615","4.98341","-0.436923","126.255","340.664","307.908","420331","128.637","645.636","158.082","3.31074","86.049","705.193","719.836","558136","370.35","996.473","177.629","-0.776571","89.0904","924.175","945.888","584670","746.954","1053.56","97.6709","0.268902","0.357061","0.374036","0.577485","0.245306","1.94777","4.05247","5.22822","9.68443","40.4787","94.6322","86.4869","124.35"
"153213","BL","0.832301","0.990822","0.561044","3319.85","7.82919","7.66793","7.77141","3.48339","3.49181","3.68544","3.27291","5.63528","0","10.5079","0","4022650","0","42.471","15.5016","-0.635911","158.636","360.125","326.737","422340","102.413","700.096","189.822","3.40293","88.1547","696.353","699.807","573984","312.983","1033.2","204.9","-0.574596","111.124","921.531","939.237","588122","696.187","1104.15","127.159","0.266553","0.362262","0.371185","0.804989","0.33867","1.72129","3.41535","4.17431","7.3863","13.8087","29.5755","27.6929","39.6944"
"153233","BL","0.745208","1.06705","0.547251","8735.78","8.02765","7.89113","8.01713","3.55423","3.48801","3.77268","3.40201","7.60593","0","8.14919","0","3254380","0","38.7951","14.5412","0.387916","156.042","376.175","349.064","402159","91.8302","719.124","200.383","13.8941","89.8629","652.998","663.578","545926","259.607","996.166","213.005","0.189694","103.735","905.258","923.368","560264","695.892","1069.65","117.019","0.266622","0.361936","0.371442","0.697406","0.2001","1.74199","3.11532","4.24935","7.89076","15.7267","29.8967","29.0749","41.6012"
"153995","BL","0.903673","0.993823","0.517433","18109.7","8.72008","8.56097","8.62558","3.71086","3.55624","3.92447","3.65186","17.8803","0","2.92506","0","4616930","0","15.9079","6.46147","0.240602","143.519","467.621","457.127","376071","133.089","802.873","195.834","2.34992","63.3622","803.186","801.734","520421","601.626","1000.65","118.859","-0.212013","62.197","933.436","940.677","533938","803.902","1043.22","73.3261","0.262908","0.363821","0.373271","0.295583","0.0368417","2.33425","6.74525","7.30273","12.8287","46.3487","81.2888","74.338","95.3764"
"154582","BL","0.728896","1.32964","0.48782","6477.17","7.93294","7.80973","7.90089","4.33151","4.29021","4.74086","3.96346","5.66674","0","5.29675","0","4695740","0","19.652","7.8672","-0.762153","155.354","350.995","325.851","430316","96.0851","674.305","181.141","-0.272429","98.1185","688.334","686.849","573372","416.343","969.939","160.967","-0.671616","84.5869","919.325","937.51","563480","735.669","1052.28","97.8093","0.274582","0.365865","0.359553","0.640854","0.266915","1.79887","4.26703","5.21699","9.58507","27.135","57.197","54.1342","78.0705"
"155641","BL","0.806741","1.01626","0.539194","6907.65","8.01513","7.86352","7.9756","3.33193","3.34221","3.54846","3.10513","773.303","0","9.17787","0","4444260","0","37.0401","16.6052","-0.590522","163.944","414.702","391.192","413369","134.619","752.219","198.97","6.47575","83.8871","713.246","716.387","560976","357.485","1033.96","193.803","-0.480145","104.21","935.383","949.544","571354","720.762","1114.16","121.663","0.267432","0.362927","0.369641","0.779158","0.35009","1.96608","3.69647","4.48909","7.80471","15.434","28.2641","27.0537","37.463"
"156484","BL","0.591703","1.44241","0.52094","10794","7.23819","7.12572","7.22362","3.72722","3.8749","3.86385","3.44292","11.4612","0","3.79043","0","3990410","0","15.9139","6.39786","-0.72602","156.037","344.358","314.429","475841","88.3","672.269","185.552","2.56226","89.0254","672.104","670.001","631120","380.319","972.503","166.571","-0.381855","77.7635","925.477","951.88","607105","722.52","1052.38","101.996","0.277609","0.368201","0.35419","0.606681","0.241754","1.69455","4.02231","5.01645","9.33248","32.1973","68.6076","66.0923","97.4719"
"156665","BL","0.57148","1.55564","0.711816","-1","7.12044","7.01033","7.09705","4.67191","4.59243","5.04367","4.37962","183.061","0","0.210904","0","4770630","0","0","1.71404","-0.791321","157.173","375.192","351.89","484978","113.992","694.336","183.837","-0.137807","80.8588","697.414","691.023","650298","466.683","958.993","138.389","-0.528986","67.5939","923.701","950.791","609263","732.637","1034.79","93.432","0.277998","0.372762","0.34924","0.531145","0.227544","1.91414","4.99334","5.69459","10.1763","134.498","264.12","254.009","363.408"
"156734","BL","0.859953","0.991071","0.65022","2680.5","9.11074","8.95122","9.04768","3.79161","3.65311","4.09242","3.62931","4073.71","0","0.32384","0","4370120","0","0","10.564","-0.461724","116.131","245.242","207.15","355236","47.6661","548.585","151.87","4.26312","91.2704","594.94","613.537","483178","170.317","957.609","220.561","-0.862653","129.399","849.504","870.143","499192","616.127","1039.71","135.202","0.265576","0.361226","0.373198","0.784879","0.215732","1.36399","2.7817","3.5272","6.43589","12.8466","38.0492","34.9529","53.9629"
"156933","BL","0.90524","0.855384","0.557275","6141.52","7.05135","6.87853","6.99465","3.8752","3.86141","4.07642","3.68778","897.618","0","10.0607","0","3809560","0","44.0721","21.3246","-0.594684","168.442","421.184","393.808","450757","118.157","777.912","210.65","3.43469","96.9943","716.037","727.544","638924","270.113","1065.68","231.12","-0.566438","107.241","932.287","953.159","660410","705.958","1106.11","125.289","0.257562","0.365081","0.377357","0.721286","0.250822","1.86949","3.1479","4.20835","7.60766","12.0986","22.3517","21.2445","29.2831"
"157127","BL","0.924149","0.936086","0.585582","16894","7.06876","6.91064","6.98235","3.50082","3.40611","3.72417","3.37217","4891.24","0","2.85515","0","4275110","0","15.9023","9.04268","-0.0899988","146.682","531.92","503.783","460372","305.28","840.62","173.184","4.95892","65.1828","846.564","844.691","625179","631.799","1052.27","127.496","-0.383148","60.3695","975.063","980.549","673834","853.413","1080.25","68.7512","0.261666","0.35534","0.382994","0.265735","0.0295575","2.90895","6.62525","7.93216","14.2623","36.4987","61.1973","56.2454","71.0401"
"157229","BL","0.610816","1.50119","0.487191","13092.8","7.92657","7.80853","7.89534","3.89238","3.97185","4.03057","3.67473","14.8262","0","4.12832","0","4442720","0","20.0434","7.8364","-0.899997","172.018","378.024","354.711","421763","108.421","701.651","193.477","-0.213257","81.3861","697.839","687.577","590425","483.275","955.211","134.795","-0.391843","73.2277","916.278","940.704","556577","714.924","1045.12","100.999","0.26885","0.376363","0.354787","0.552968","0.184277","1.83335","5.10092","5.41608","9.31397","29.6544","57.4826","55.2605","78.6444"
"157264","BL","0.681806","1.37602","0.551466","5191.43","7.72536","7.6187","7.72169","4.11601","4.09779","4.16495","4.08529","7.93435","0","7.55842","0","3602000","0","30.3727","10.9201","-0.605857","159.667","405.718","389.288","431704","114.544","741.113","199.799","3.57159","95.3172","710.71","708.968","589114","447.255","981.46","156.85","-0.431758","71.9496","941.693","954.297","584670","782.936","1059.64","84.0583","0.268893","0.366938","0.36417","0.658438","0.272665","1.9484","4.52005","5.94041","11.3528","23.3547","42.5334","41.0466","57.2516"
"157410","BL","0.542897","1.73999","0.519138","6508.09","8.37247","8.28185","8.36543","3.93664","3.9594","4.11462","3.73591","8.41763","0","2.75275","0","3364460","0","13.1979","4.93132","-0.824094","161.478","379.3","359.612","409242","111.574","699.042","185.701","-0.373134","83.7784","699.876","693.789","561935","492.2","945.895","127.654","-0.268904","62.3589","941.729","962.969","516039","762.213","1049.75","87.2517","0.275173","0.377844","0.346983","0.494049","0.117596","1.93651","5.43492","6.13604","11.0367","47.7752","92.1713","89.293","127.932"
"157424","BL","0.820761","1.07742","0.588275","6335.48","7.47349","7.32864","7.41171","4.02062","4.06733","4.29675","3.69779","956.868","0","7.52179","0","3803530","0","31.0987","28.004","-0.545489","139.025","352.463","322.097","446897","126.151","663.375","166.298","2.06015","89.0462","706.621","707.72","596901","402.526","991.739","172.215","-0.411972","89.8206","915.01","925.648","620502","732.884","1067.8","102.323","0.268519","0.35865","0.372831","0.74236","0.333531","1.93687","4.10952","5.03089","9.04629","7.53526","16.5567","15.249","21.655"
"157434","BL","0.606185","1.60908","0.486343","14649.5","9.69009","9.58403","9.67191","3.82708","3.81363","4.04499","3.62263","8.59187","0","3.41838","0","4519200","0","15.5814","6.11798","1.09633","159.747","416.127","403.188","341190","130.191","728.504","193.873","-0.401078","79.0523","708.721","700.522","490087","518.548","936.352","119.614","0.122543","69.5152","924.449","945.608","454399","738.582","1044.99","94.0997","0.265378","0.38119","0.353432","0.608927","0.271268","2.07964","5.85653","5.99505","10.049","43.1749","75.0145","73.1496","101.259"
"157589","BL","4.68458","0.230859","0.714857","404.722","7.7314","7.52359","7.58192","3.55595","3.56196","3.7764","3.3295","53.1257","0","28.143","0","26152200","0","121.851","120.656","-0.241589","167.462","418.08","400.883","3626670","55.4385","822.543","225.215","-0.022002","144.545","813.868","823.28","4923900","504.132","1085.95","176.603","0.264078","151.837","876.185","886.547","4300250","577.202","1136.37","171.341","0.282213","0.383158","0.334628","0.972915","0.156271","1.78","4.66174","3.87197","5.17417","2.1767","4.47022","3.82022","4.81374"
"157620","BL","0.799895","1.19321","0.528864","4797.45","8.24108","8.09231","8.15917","4.29762","4.25698","4.69886","3.93703","4.57146","0","6.2805","0","3623330","0","25.4737","9.19522","-0.756706","141.569","304.447","274.432","417333","95.6443","608.145","158.183","-0.210021","87.4245","687.081","684.213","554172","423.343","963.912","156.331","-0.723671","97.5657","894.328","915.481","542599","686.729","1050.52","114.202","0.27563","0.366006","0.358363","0.731903","0.334104","1.7349","4.37668","4.70931","8.01635","19.5526","48.7484","44.5089","65.2257"
